Komentar,Sentimen
"AVOID this BD Release of Gladiator!: The picture is extremely shoddy in this Blu-Ray release! Avoid like the plague, so the studio gets the idea! What the heck is the studio doing releasing this atrocious transfer on BD when the movie itself is such a great one? Unbelievable! A movie like this should have a flawless transfer! Argh!",Negatif
"Disappointing!!!: Having heard so many wonderful things about this film, I expected a lot. I was quite disappointed - great cast but not great acting. I was bored through most of it and not even Russell Crowe was worth watching. He is most brilliant in ROMPER STOMPER!GLADIATOR certainly does not measure up to the great SPARTACUS!!!",Negatif
"It had it's good moments: I'm not sure what to say about this book, I THINK i liked it... it's about a woman who wants to start out somewhere new, and on the way she gets a daughter and meets people... I wish turtle had said more... Barbara seems to ramble on and on... I'm not even sure if i would recommend it... I THINK i would...",Negatif
"Not worth seeing: The photography in this movie is amazing and very true to comic books. However, not having read these comics, the plot didn't make sense. My husband had the same reaction. I could appreciate the gratuitous nudity, but the continuous violence was a turn off. Overall, I wish I'd stuck with just watching the trailer.",Negatif
hate it more then anything: I hate to even waste my time writing a review for this junk! But if a save one person from seeing this film it was all worth while. It's too bad they could have made this film alot better but it's to late. It's not worth the 3.00 to rent it and DON'T even think about buying it!! OK I'm done bi***ing now!,Negatif
Why?: This movie picks up 10 years after the 1976 remake of King Kong. What i want to know is why they even bothered with this film. This film is not only boring and pointless it is filled with bad acting and some of the worst dialogue i've ever heard in a movie. Fans of the King Kong series try and stay away from horror of a movie,Negatif
"used to be good, now they are terrible: Have used these for years in the past and they were fine and reliable. However the new ones are terrible. I bought 4 for different things and two did not draw the pesticide at all. Of the remaining two, one managed to draw liquid for 1/2 an application. the other made it 2 whole applications.",Negatif
"If You Like Cheap Junk, This Is The Player For You!: I chose Blu-ray after experiencing the poor performance of the Toshiba player. More of the major electronics manufacturers are supporting Blu-ray over HD DVD (same as the movie studios). That alone is reason enough not to spend your hard-earned bucks on this first-generation dud.",Negatif
"Junk Hieroglyphics: Sorry this book is not for the serious student. As an Egyptologist I would recommend Gardiner's ""Egyptian Hieroglyphics"", it is by far the most comprehensive study of the subject. Budge liked to create his own meanings so that he could instill his religious thoughts into his poorly translated ""Book of the Dead"".",Negatif
"Fifty be juicin': come on people...look at the album cover, its a hood-rich version of the HULK...50 obviously gave in to the demands of the mainstream and is lovin it, as hes pleasin plenty of 40 year old real-estater's (alongwith their wives), and clueless 13 year old's who claim 50 is a lyrical genious....be real people.-rbsambo",Negatif
"Died after 6 months: Worked great for about six months. Stopped working last week so I replaced the battery today. Still wouldn't work so I tried another battery and the connector (9 volt style) broke off. Now the whole unit is useless. I'm pretty sure it was dead anyways, but a cheap connector adds insult to injury.Avoid this one.",Negatif
"Um......: Ok..... Chop suey is the only good song on this cd.. if u expect that this cd will be like there Last LP that's where your wrong.. they seem to have a christian\gospel touch...insted more of a heavy metal\rock touch... if u want some real metal\rock try Slipknot,Static-x,Disturbed,Slayer,pentara and more artists like that.",Negatif
Could have been better.: I'm sorry to say I read about half of it until I gave up and skipped to the end and partially read the last chapter.I dont know what it was about the book that just didn't keep me hooked. Thankfully I got it from the library so it didn't cost me anything.Hopefully Sigaloff's next book will entertain me more.,Negatif
"K Pax: Two-thirds of the way through K-PAX I decided that only a great ending was going to redeem this movie. Unfortunately, it ended with a skittering thud and had me muttering ""What the huh?"" Kevin Spacey and Jeff Bridges are good enough to make their scenes together interesting, but the story is pretty confused. A rental at best.",Negatif
"Poor: No good... as bad as the Curse of the Pink Panther..... unwatchable!Frankly there is only one Peter Sellers and no doubles can compare just as there is only one Herbert Lom without whom there is no Pink Panther either! If you are a fan get the S.Martin remake, it is rather good and Dryfus is well defined. But do SKIP this one!",Negatif
"Don't buy: Stay away from baseball game this year. Without MVP baseball having the mlb license, the games just aren't worth the time and money. MLB the show, has terrible game play and overall isn't fun to play. I bought MLB the show one night and sold it the next. MVP basebal sucks with the college players so don't buy that either.",Negatif
Stopped working after only 2 months of having it: I bought this product on August 6 2007 and today Oct 16 2007 it stopped working. I have a Compaq Presario laptop and when I first purchased this item it worked great and then this morning I turned on the laptop and the Chill Pad did not turn on the fans all of sudden stopped working.,Negatif
"Too big, too small.: Although the quality is good, there was no mention of the actual size of this cover. I'm only able to put it over the table, for which it is too big but not over the table with the chairs around it as it was intended to be used. So now I just have a too big cover over the table and nothing to protect the chairs.",Negatif
"STP goes Pop...: What a mistake it was to buy this CD. This is one of those CD's that has 1 or 2 good songs on it. I was expecting the usual STP hard rock that made them famous, instead this CD is 90% ""STP does Pop music"". I wish I could take it back to the store...If you like Pop music, you may like this CD. If not, don't buy it...",Negatif
just the pointed ends...: the tongs where hard to grip..so what I did to avoid sending them back.I took a pair of very small plyers and bent just the pointed ends inward..like a claw. Now they are excellent.grip great. love the long handle...and heavy duty soft rubber.hope this helps those of you like me who hate sending stuff back.,Negatif
"Entertaining to Awful: In the beginning, I thought this was the best novel that Sue Grafton had ever written. There was a great plot, numerous twist and turns and just enjoyable reading. Then the end of the book came and what a disappointment. It was confusing and left you feeling that you had just wasted your time reading the book.",Negatif
"yawn: I read this about 45 years ago. I was in my late teens. At the time, I thought it was extremely profound. I read it a couple of weeks ago, I'm now 63. I now regard it as so so. The characters were unbelievable. with a years warning they did nothing to prepare for the survival of the species.John Beyerlein 23 Nov 2010Liz & Dick",Negatif
"Three out of one and more coming: I first saw this on an international flight quite a few years ago and found it quite entertaining for the captive audience. Now I find it has been split up into several ""sequels"" that seem to have lost something along the way. I'm not going to bother with the next one ""Princess on an Elephant Hunt"".",Negatif
"too heavy: I am nearly finished with this book, and I still waiting for Ms. Morrison to finally disclose what she is trying to say. I want to read novels for comfortable enjoyment. This book certainly doesn't meet that criteria. It is more in line with a heavy college textbook. I would certainly not recommend it for relaxed reading.",Negatif
"This needed to have more umph to it: Rhis book needed to have more umph, more dynamite suspense. more of a sense of 'will we get away with it' to it. No pictures also makes this book lacking. I wanted to see the people who pulled all these card counting routines off. Pictures of the eye in the sky cameras. Pictures of casino bosses.",Negatif
"Unrated, unreceived!!!!: Guns, Germs, and Steel: The Fall of Human Societies, by Jared Diamond:I Ordered this book on 4/24/09 and estimated delivery was May1 to May 18. So, on MemorialDay I still have not received this book. So, you see I can't really give you a review because I have been stiffed out of $15.98 by ""bbofbing"".D. Aubin",Negatif
Could have been better: Don't get me wrong. This is a fine soundtrack. But ANY 60s compilation CD would suffice. Given the rich orchestral themes which were played at length throughout the film it is a pitty that a film score wasn't released in addition to the soundtrack with the 60s songs (as was done for For the Love of the Game).,Negatif
"Batteries died within a year ...: I bought this charger in Jul 2003 and it worked OK for a while. The design is nice and convenient. However, after about a year, the batteries would not hold a charge. Might as well just get alkaline disposables, or look elsewhere for a charger that comes with batteries that have better staying power.",Negatif
"Left me feeling wanting.........: Somehow, if I had spent the time reading the book a little before purchasing, I wouldn't have bought it. He talks extensively about competition rigs, rules, etc. which I had no interest in. I have yet to see a gun rag writer talk honestly about guns. Ever see a bad review in ANY of the gun magazines?",Negatif
"If you love the songs on Noddy, DON'T BUY!!: My son was very excited as we put the CD in the player! But when the music started, he was very unhappy!! The songs don't sound anything like the ones on the show. The melody and pace are different- and the performers aren't interesting. DON'T BUY if you are familiar with the 'REAL' songs.",Negatif
"One of the worst spokeseman for my party..: Let this illogical hack please not defend my party, and makea case against the liberals. She doesn't get it, and makesso many ridiculous arguments that don't hold up.Her writing style is horrendous. Please do not wastetime on this book. I would give this rating a negative 2 starsif I could.",Negatif
"Wasnt what I expected: My family has a history of Dyslexia, so comic books are hard to read. So when my mother told me that had a Christmas Carol, Batman classic for sale, I was thrilled. Needless to say, there was no Batman and I wasted my time and money wondering when we were going to see the caped crusader kicking ebeneezers arse.",Negatif
"THE SAD :( ""LET IT BE"": What goes up must come down.... It happened to Elvis, Michael Jackson, and the list goes on and on!even the Beatles in 1969 came tumbling down! This CD proves it.. worn out mad Beatles. Please give credit to Paul and Ringo however for putting out ""Let It Be"" Naked ...which did save this period for The Beatles.",Negatif
"Inexpensive but be careful: The previous reviews are all correct. Inexpensive, silent and easy to load watches. However, I have had this unit overwind two watches. These are $200 Japan automatic movements so I wasn't very happy. Might be better on a swiss movement, but why would you want to risk a more expensive watch on this winder.",Negatif
"Total Crap: Pitiful book filled with more conjecture than fact. The writer feels the need to skip around Mary and Bonny's stories so that she can throw in tidbits of OTHER pirates' histories as well as her interpretation of what ""might"" have happened. I really hope there's a GREAT book of Anne and Mary out there, cause this ain't it!",Negatif
"Try with some other songwriters, why not?: Shelby has her true vocal abilities, but in no way she can be compared neither to Aretha Franklin nor to the great Dusty Springfield who was able to sing wonderfully any music style.Besides, those who write all their material, are finally copying themselves, Shelby Lynne is not an exception.",Negatif
"Would not load!!!: I had the required software for an update (according to the update software). I had/have MS office Pro 2003 with publisher 2003 and the software would not load. I got a message of ""can not file a file"" and the install set-up would stop and exit.Piece of crap!!! Lucky the seller was willing to give me my money back.",Negatif
"Not DVD worthy: 28 Days, a good attempt at a plot thats been done a million times. The movie begins to lag when the main character spends 20 minutes of the movie, (not literally) walking around the streets of London screaming ""Hello!"" Its a decent movie if you are into zombie movies, but it's not DVD worthy. I wouldn't pay to own it.",Negatif
It's getting worse everytime you see.: It would be difficult to find a movie more boring than this. THIS MOVIE IS MADE TO BORE YOU. I really don't know anything good to say about Citizen Kane except the fact that it is so bad that all the commentaries in the dvd and good reviews from famous critics can't even save this terrible film.,Negatif
"Great book, horrible movie: I am a big fan of this children's story, so the movie was a major disappointment to me. I hated the changes that were made to the story, and I didn't care for the added violence. The story is a good one as is, and didn't need added movie violence. The changes that were made were not necessary and annoying.",Negatif
"Huge disappointment: Fortunately (judging from another review that said this book had a violent, tragic ending) we didn't get past the first half of the book. We had high hopes for the book, but my daughter and I both thought the writing was tiresome and heavy-handed and the characters and their conversations seemed false, contrived.",Negatif
"Awful...: Why waste my time with an extensive review? Anne Rice can't even be bothered to even attempt a half-way decent novel. I mean ""Yo"", ""Little Bro""... that's just stupid.Plain and simple, ""Blood Canticle"" is a disaster. Anne Rice's book contract should be torn up, and she should retire before she humiliates herself any further.",Negatif
Major Need of Product Recall: Heating element is submerged in water 24/7 becoming ionized and shorts the electric circuit. We have had 2 units in less than 25 months. Bosch blames consumer for hardwater and will not honor warranty. This unit should be recalled. This is a very common problem ignored by the company. Avoid this product.,Negatif
"Pathetic .... Absolutely Pathetic: What a major disappointment, not only in Telarc but in the orchestra that apparently slept through most of its playing. There are many, many other recordings of Symphonie Fantastique, any one of which is certain to beat this one. Don't take my word for it, though....find out the hard way like I did.",Negatif
"Poor Esmeralda: This ballet written by Cesare Pugni in 1844 has regained here a glimpse of life but it is so abridged,poorly staged and almost amateur-like danced that it turns out to be a dream not come true.In fact,I wish Kirov would ask Mr.Lacotte to help stage this beautiful ballet so that we could enjoy this once beloved ballet.",Negatif
Boring!: Ann didn't do a very gbood job on keeping my attention. She went into way too much detail and there were many times that I just completely lost all interest in reading it. It just keep going and going. The only good part about this book us the topic on black and white relations. I'm sure that there is a little truth to this.,Negatif
.... HYBRID CD is a joke !!: ...The surround sound on this disc in non-existent. There is NO center channel on the multi channel layer. If you are serious about multi channel recordings this is the worst ... This label should be ashamed of itself to mislead the public into thinking this is some kind of new level in recorded music. ...,Negatif
"Caution with this supplier: this product is ok however, unlike the discription claims it is not easy to cut, even with new sharp tools, the seets that I recieved tend to be very hard almost like Lenoleum tile for your floor, but even harder serface then even those. Either the product some where got exposed to extreame heat or its old.",Negatif
"Not the Best novel: Well I have read this in 7th grade. I really don't think of it as a great novel. I have read better. It depends on what your taste in novels are I suppose. I know that this isn't a good review on this novel and I am sorry if this misleads you. Well, I suggest to read it before you decide whether or not you like it.",Negatif
I'm sure it's useful if you could read the print!!: This Concordance has the SMALLEST print I've ever seen in ANY book!! Even with my reading glasses I have to squint in order to make out the print. I even tried a magnifying glass but gave up. I don't know who would able to use this book. I wasted my money since I can't even read it!!,Negatif
Doesn't work and very frustrating: It worked at first but the connection kept dropping. Then every time you try to open the wizard it flashes on the screen for a second and disappears. You can't get the wizard to stay on screen for more than a second so can't change any settings. A total waste of time and money - don't bother with it.,Negatif
What was i thinking?: I bought this game because it seemed like a pretty cool product. I was wrong! This game is not thrilling and it just doesn't seem to have a point. What were they thinking when they made this game? I sold mine because it was just useless to me. I didn't get very much but anything was better than keeping it around.,Negatif
"what a waist of time: Who would have thought, that with such a ""great"" list of actors & actresses that this movie would be so bad. The scrip must have been written by a foul mouthed teenager as it had no depth and no direction & every other word was a swear word. Do people really talk like that? Not were I live and thank goodness. YUK",Negatif
"A shame to kill so many innocent trees.: This book is flat out too long. The author's argument is simple. So simple, in fact, that this would have made an excellent journal article. Instead, the author drags it out, and drags, and drags, and drags and...you get the idea. Read the book reviews instead. You'll save yourself a few hours.",Negatif
"THE METAL RIPPED?: Imagine my suprise when after less than a year of use, the metal grid broke, bending outward while pressing a clove of garlic. Very dissapointing. And while my hands never slipped of the ""non-slip grip"" the grips themselfs often (every use) slipped down on the metal handles. I think I'll try another brand this time!",Negatif
"overated band: When the mainstream radio stations started playing ""Jesus Freak"" Toby Mckennan was quick to accept the comparison to the late great Kurt Cobain.Considering the two men are miles apart politically, I thought the comparison was simply pretentious,and breathed a huge sigh of relief when it stopped clouding up the airwaves.",Negatif
returned this item: I returned this item because I did not realize that the HD DVD format would not play on my blueray player. I noticed later when I reordered that this item was no longer available and carried a big warning message. I have since reordered the regular DVD vesion and am happy with it. I hope I got credit for my return!,Negatif
"For Demi Moore's eyes only!: The story of this movie is not much at all... actually it is weak and I knew this even before I buy this DVD.But what made it worth buying is to see Demi Moore strip for you... that's it!So if you are a fan of Demi Moore and want to see her strip for you... go for it. If not, don't even consider buying it!",Negatif
"This paramounts to coercion by Paramount: I guess I will stop my collection at Season 8 Volume 1. I am not paying anymore than $24.95 for any other half season. Remember that we are still in a recession and that we are not stupid. The quality of the Perry Mason show's script went downhill after season 6 anyways, so no big loss for me.",Negatif
Very difficult to follow. Highly advise to find another book: I am a 4.0 engineering major and I found this book to be one of the worst I have come across. I spent more time trying to figure out how the author got from point A to point B in his derivations than I did learning the material. It is not clearly written. Find another book!,Negatif
"Leave This One For The ""Yard"" Birds: Despite the poor sound quality, the first six songs are decent... leading the listener to believe that he or she is going to have an ""okay"" album... this is not true. The remaining tracks suck peanut butter backwards threw a straw -- bad sound quality, poor album choices, and equally poor artistry.",Negatif
"Awful: This was much bigger then I had anticipated, that being my own fault. But the reason I gave it only 1 star is because the plastic was so hard it hurt! The bunny for my clit irritated it and was not one bit pleasurable. So my man suggested I turn it around and then my taint became irritated! Not one bit pleased with this product.",Negatif
"It's Only the First Half of the Book: I bought this book as a gift to impress the receiver. To my shock, the receiver told me the book was very nice indeed but it contained only the first half of the book. I did not see anywhere where we are told about this being only half of the book unless you include the Library Journal description.",Negatif
"The Alamo with John Wayne: Having seen the wide-screen version, this video was very disappointing. I expected the same movie. I couldn't even sit through the first hour because they kept on cutting out parts that I remember from the full-length wide-screen version. Very disappointing considering you can't return videos that are viewed.",Negatif
"I wouldn't buy it again...: I bought this garlic press about 5 years ago. It has done a good job for the past 5 years, but a month ago it broke on me. I didn't do anything extraordinary. I was just using the press like normal and the hinge broke. Also, the black rubber handles slide back and forth allowing water to get into the handles",Negatif
"Bummer!: Don't buy this thinking you are getting a Director's Cut. You get the movie with rambling talking over the whole movie. Normally when you buy something like this, it includes one disc with the actual movie and another disc with the director's cut as well as out takes, etc. If you want the movie - don't buy this! SUCH A BUMMER!",Negatif
"This book was not helpful in preparing my driving tour.: We purchased this book in preparation for a road trip in Spain. The maps have no detail and serve no real purpose. The descriptions of locations and drives are scanty and the photos look about 25 years old. This time, the cover sold the book and the inside does not live up to it!",Negatif
What a Horrible Movie.: I was kinda excited to see this film heard it had great special effect's and a good movie. What a Joke this has to be the single worst movie i think i have ever seen. The plot was terrible the special effects were just as bad i am glad i rented it and did not buy it. Do yourself a favor and bypass this one......,Negatif
"got beat on money: i bought 2 sets of this product ..when i recieved them they were flimsy ..very cheaply maid so i sent them back ..i got credit returned for one set never the other one ..i wrote letters withno response back ...whats the problem...? I paid for 2 sets ,... sent two back and got reimbursed for one .....wheres my money ?",Negatif
"Thin plot, not very interesting, always expecting more!: The other review subject lines hit it on the head: Thin plot, a bar where everyone knows your name.This movie does not have a very good subject. Is just about a rich man in post WWII era hanging out in a bar and throwing around small amounts of money. Not much of a climax either.",Negatif
"i would not use this string: The string is fine for the first day. But it really loses its bounce. I would say im a 4-5 player, Ive played in tennis leagues. The second day of using these strings, im swinging hard at the ball but there is no transfer of power. Its like im using a wooden paddle. I ended up just giving away these strings",Negatif
"Ummm . . . No.: i don't know what happened. this cd is horrible. he never had a nice flow. i used to give him credit for his creativity but thats long gone apparently. as far as his beats, nuthin special. u can get good beats from any cd these days. nas needs to hang his mic up. again, his flow his bad, i say stick with eminem or jay-z",Negatif
"Not what you think.........: If you read above, it says that there are 4 discs on this record. Then you look at the top and see only two discs. I expected the entire 4 disc collection, but got only two. So if this being advertised above as two and it says 4 down below, shouldnt this be corrected or is this a case of false advertising???",Negatif
"Worst Movie in years!!: This is just pethetic! I don't get the point of watching the movie. There was abot hmm... 2..3 funny parts that don't EVEN GO WITH THE MOVIE! Even my dad fell asleep in the movie. I should'nt even tell you the stroy. It's so STUPID! DON'T BUY THIS MOVIE WHEN IT COMES OUT! IF you buy, I hope you enjoy being bored.",Negatif
"The Princess Bride 1st (first) edition Text Only: I ordered and received a copy of The Princess Bride. It was represented to be a first edition which is why I bought it, yet it was not a first edition. It was published in 2003. The first edition was published in 1973, a thirty year difference.It was an excellent copy of a third edition.",Negatif
"The Author Has An Odd Fascination: I read this book in law school. The author rejects the whipping post, and instead, recommends administering electric shock to criminals as punishment for crime. What good is that? Shocking someone months after the bad act is committed is not going to create any bad associations or cure any misbehavior.",Negatif
"The day trip-hop died...: People ordering this should know that Skye, the singer of the past Morcheeba albums, is not on this record. The two men who started the band got a new singer, who just isn't as special, and now the band sounds like a lot of other bands (unfortunately). With Skye gone they just don't stand out from the rest. :-(",Negatif
"Don't stay stuck to bathtub floor: Not only do these easily come up off of the bottom of the bath tub (even though I applied them precisely according to the package directions), they attract dirt and are impossible to clean. I was hoping that they would blend in with my white tub, but they just look like dingy gray flowers on top of it.",Negatif
"This album is retarded!: That pretty much sums it up. Dorky lyrics and bland music really killed this one. I bought this one the day it came out, still have the tape. I listen to it about once a year at the most. I've long since worn out my other Maiden tapes and replaced them with CDs but this one won't ever get replaced. Up the Irons!",Negatif
"Worst Corey Haim movie ever: I have seen all Corey haim movies, and this one by far is the worst thing he ever could have done. Failed humor and failed acting make this a fifteen minute watch(before you throw the tape out the window) I recommend not even bothering to rent this movie. Obviously one of the lowest budget movies in history.",Negatif
handle is very flimsy: received item in a prompt manner but the handle is very loose and the blade isn't sharp at all. I don't like to bother with sending things back so i will keep it as a show piece because despite its terrible handle its still a beautiful sword. I just know for future orders to stay away from this particular company!,Negatif
"Vitabath Original Spring Green Shower Gelee: I had a sample of this many years ago and I thought it smelled wonderful, but it is expensive. Now that I can afford it, I decided to treat myself.Well, it did not smell wonderful at all. The smell was so disagreeable, I couldn't use it. What Happened? Did you change the formula, or is it me?",Negatif
Please Help Me!: Hey people i have a question for anyone that knows of any information on the Motorola v600 camer phone from cingular. Could anyone email me telling me why the v600 was discontinued and when it will be avaiable for purchase at cingular stores.Please email me back i really want to know. Email adress: mdsteele189@kc.rr.com,Negatif
"Dangerous Product!!!: I purchased the Vtech 2421 as a Christmas gift for my girlfriend. It worked for 3 days and then stopped. She then let it charge for 24 hours before attempting to use it again and when she tried, it was so overheated the handset just about burned her hand! I returned the product. Only wish there was a 0-star rating.",Negatif
"By far the worst movie ever made.: Snow day appauled me. It physically hurt me to watch this movie. What made this movie so bad?? EVERYTHING. All this movie consists of is the assault of a harmless snowplow man and weather reporter. I never even wanted to see this movie, but the fact that Chevy Chase was in it duped me into watching it.",Negatif
"Poorly Manufactured: My six pound little Pomeranian was able to pull the stitching apart on this ball within a matter of 5 minutes. When my wife sewed the ball back together, my Pomeranian was able to pull apart stitching from another section of the ball. Ball is not made for dogs. I was very disappointed in the quality of this product.",Negatif
"Low class effort by High Class Band: This material represents why the 80's died, the music is bland and poppy, the Wilson sister's garnered their wigs and corsets and the the music became something of an inside joke to those mentioning real bands. Looking back at the cd the music is very dated and is caught in an era best left forgotten.",Negatif
"Buy swaddlers not BABY DRY: We got a big box of ""baby dry"" from amazon. Our experience is that my son's clothes are soaked with just a small amount of liquid. On the other hand, the ""swaddlers"" take on a ton of liquid and my son stays dry as a bone and so do his clothes. We are sending these back as defective and ordering more swaddlers.",Negatif
"Useless for Home theatre or TV show.: This product is good for UK only. To play in USA you need to find a DVD player which has capability for changing Region Code to UK and that you may be able to do it on computer but not on DVD player in USA. I order it in USA, prodact came from Uk and I couldn't play it on my most advanced DVD player.",Negatif
"Disappointing: I give this collection of sonatas only two stars because the way they were recorded only allows two fifths of them to play on my Bose. I returned them once, received a quick replacement - the same. Most of them have to be played in the car. Also, I believe Barenboim plays some of the sonatas too fast - just because he can.",Negatif
What's the Name of this Book Again?: I bought the audio version of this book - I'm 3 tapes down - and I keep asking myself if I've already read it. I came to Amazon.com to make sure this was Patricia Cornwell's latest book. Nothing in Black Notice is very original. It's all a repeat of Postmortem and Body of Evidence. Very disappointing.,Negatif
"Cute story, but...: This was an engaging, light read. Crusie is good at writing snappy dialogue, but I could not get past her choice to give her 2 leading characters the very old-fashioned names- Minerva and Calvin! I kept imagining my grandparents, which frankly is not a picture you want in your head when you're reading a romance novel!",Negatif
"Disappointing: We have only the paring knife from this set, and havebeen very disappointed with it. Our experience was almostidentical to that of Roy Sweeting, who has also reviewedit here. The knife lost its edge quickly, and worse yet,fell apart a few months after we bought it. The bladeseparated from the handle while cutting an apple.",Negatif
"Piece of Trash: This book ""Doing Battle , The Making of a Skeptic"" is really bad. Don't waste your money or your time. Borrow it from the library if you want to read it. I accidentally borrowed this book and another of his books ""BAD or, the Dumbing of America"" from the library at the same time. I was appalled at how bad both books were.",Negatif
"Get ready for matted hair: I bought this item for my 4yr old. It sounded great-Hair will really curl, but the catch is the hair is made of thin wire and it tangles for easy--most of your time will be spent untangling. I do not recommend this toy for small children since a parent or older sibling will need to constantly untangle the hair.",Negatif
"Enjoyable Lassie flick, despite marginal video quality: Magnificent scenery, reminds me of my vacations out west with my parents, when I was young. The video is of extremely poor quality, though. Could be very distracting during certain parts of the movie. If you are sensitive to video quality issues, you won't like it. Otherwise, enjoy!",Negatif
"MOUSE LAG PERSISTS: After installing the game I found it unplayable due to mouse lag. After hours of searching, all I could find about this issue is that is was noticed during demos and ""corrected"". EA support is worthless and says it has already been fixed and so there is no solution. I would not waste your time or money with this game.",Negatif
"Not so thrilled: I thought it looked like a great toy, but some of the locks are too hard for even the three year old to open, and one of them doesn't ""lock"" at all. I think it is missing a part or is defective. The children do not seem to like it at all, as it is frustrating, and the animals behind the doors are not interesting to them.",Negatif
"Not like his usual: I have attempted to read By the Light of the Moon several times on my commute to work. I have read many of Koontz's novels and this one is very hard to get into. I find the characters annoying and their constant bickering is very tedious. I have only read 100 pages, but I don't think I will waste my time reading more.",Negatif
"Doesn't last very long.: I suppose it's doing its job, but this replacement wick lasted only a few weeks before getting moldy. I don't know if it has to do with the water or the fact that I have 2 cats, but it seems a little ridiculous to have to replenish the wicks every few weeks. Wish I had known that before purchasing the humidifier.",Negatif
"TERRIBLE: I bought 2 of these bras, and only got one use out of EACH bra!The zipper broke on each bra , on the first time I wore them. First of all, the zipper did not fasten securely at the top where it should fasten nicely, and then the zipper was made so poorly that it broke off on each bra.I am thoroughy disappointed in this product.",Negatif
"Oh, the agony!: What was the author thinking? This was suppose to be a vampire novel but instead we get some three hour epic Red Shoe Diaries type story. Was all that sex really necessary? Come on, nobody wants to know about Anita Blake's sexual escapades from beginning to end. Get real. Over six hundred pages. At last it's finally over.",Negatif
Tommy Lee's had better: These 2 movies came out within months of each other and after watching Dante's Peak and I couldn't help but feeling disappointed by this one. Although it does have some great visual effects I couldn't get past all of the yelling. All I can say is did they have to kill the dog couldn't they have left that part out?,Negatif
"Did not order this subscription: I did not order this magazine, and am not happy that I was subscribed to it and am trying to get my money refunded. I do not know how this happened exactly, I do not even read this magazine. I am not a very happy customer about this and it seems to be pass the ""buck"" time trying to get this issue resolved",Negatif
"Very disappointed: Although these sheets are pretty and warm, their size and fit are horrible. The fitted bottom sheet is far too long plus the elastic around the corners is not tight enough to keep the sheet on the mattress (which tends to come off through the night). And the flat sheet is barely wide enough. I would not buy these again.",Negatif
Great Concert - Bad DVD: I have had this concert on VHS for almost 20 years and have been waiting for the DVD. I just purchased this today and to my surprise it seems like the picture and audio are not in sync. The sound and picture are about a second off from each other. Did anyone else encounter this problem or did I just get a bad DVD.,Negatif
"Phone Cover: Not the greatest produce. I have used the product for about 3 weeks and just recently took it off. The cover fits nicely except for the holes on the side which I had to cut bigger. It attracts lots of lint from your pockets. I just haven't really been pleased with it. But for as cheap that it was, I shouldn't really complain.",Negatif
Product is misrepresented: This item is misrepresented in the description. It comes with a strap that cannot be attached without buying and installing an end pin and it says it comes with a pitch pipe which was not included. The product details are misleading and although the price is good you do not get what you think you are paying for.,Negatif
"Animated Dean Martin Doll: I really find it difficult to rate this item for the following reason. I purchased the Dean Martin doll as a novelty item for my wife, a dedicted Dean Martin fan. Unfortunately it did not perform as expected. The mouth would not move. Fortunately I was able to return it for a full refund paid in a timely manner.",Negatif
"The manga is better.: The anime would probably only appeal to fans of the original manga (comic.) For those not in the know, Kimera should be refered to as ""he"" rather than ""she."" I am not surprised the english released changed it to ""she."" though.Not being fluent in Japanese, I can only guess at the plot, but the manga is fun to look at.",Negatif
"Horrible Formatting: This book has THE WORST formatting I've ever seen. It looks like it was hastily put together using Microsoft Word. Very amateurish. The cover doesn't even have the title on the spine, so I can't recognize it on my bookshelf.The version from BiblioBazaar:Orthodoxyis MUCH MUCH better, well worth the extra dollar or two.",Negatif
"light duty backpack: Purchased it for junier high school student. it's not big enough and also you can not image how large it actually will be. Overall, it's low cost and low quality bag and you can buy it at local sports authority cheaper and easy to return or change it if you don't like it after receiving. Will not buy those bag anyway.",Negatif
"Horrible: Natalie could have been a little more nicer to the audience instead of being a prude like she always was. You hardly could hear her voice, she looks like a farmer girl in These are days and really she doesn't show a sense of appreciation to anyone. Her band is too loud....Not a great video, especially to a die-hard Merchant fan.",Negatif
"Tentative review: I don't know what to make of the Opteka Digital Duplicator. I am trying to use it on my Nikon D60 DSLR. I have a 55-200 mm zoom lens and an 18-55 mm. I have been trying to get a decently focused image, but, try as I may, I get a blurred image using either lens. I write this hoping somebody will tell me what I need to do.",Negatif
"1984: 1984 over all is a very boring book. Their are parts in the book that catch your attention but just for a while and then it just gets boring again. I don't really like futuristic based books and the book 1984 is a perfect example why. I wouldn't recommend this book to any one, unless your into this type of genre. I give this book 1*.",Negatif
"no accolades here: I threw this book in the trash, I was so very disappointed. Characters are flat, story lines are absurd........why would I be interested in a stepmother sleeping with her stepson after the funeral of her husband? All of you who seem to love this author, switch to Elizabeth Berg.....superior author and stories with depth.",Negatif
"Wow... this is one awful CD: I was hoping to be blown away by Mr. Cornell's cannon of a voice, but instead found myself falling asleep to uninspired lyrics and down right awful music. All you have to do is look at the pictures of Chris in the booklet to realize this Knight of the Soundtable has lost his way. Avoid this one like the plague.",Negatif
"How can anyone take this seriously?: Lyrically, Cornell sounds like a sub-literate 14 year old scribbling deep thoughts in a spiral notebook: hideous. And the music sounds like it was lifted from a bunch of mid 70s Foreigner out-takes: bland, canned guitar rock. So he's got a big-time voice? So what? I can't believe people like this dreck.",Negatif
